Job_Type,Data_Size,Actual_Runtime
MapReduce_WordCount,1712,1.4133548026991978
Flask_Sort,2774,4.325887208266612
ML_Train,3273,3.8149068108842474
MapReduce_WordCount,8992,5.285949639518625
Flask_Sort,1291,1.2280709118430335
MapReduce_WordCount,4302,2.527153396971602
Flask_Sort,8058,32.718996547143846
ML_Train,9657,10.606840398270453
Flask_Sort,7003,24.83854540528871
ML_Train,4360,5.5421214255731535
ML_Train,2264,3.3217011897009554
Flask_Sort,8415,35.72598247696753
Flask_Sort,334,0.43407571577441073
ML_Train,4873,5.772092610410083
Flask_Sort,1624,1.6226954825003534
Flask_Sort,8922,40.24149563524947
Flask_Sort,776,0.746913419901682
MapReduce_WordCount,7152,3.9492242882136646
Flask_Sort,6423,20.94487875091441
ML_Train,1037,2.060211336785577
Flask_Sort,534,0.41439550890705207
MapReduce_WordCount,4976,3.0799491025335097
Flask_Sort,3682,6.90856060087811
ML_Train,623,2.020974230453107
Flask_Sort,2846,4.506565118536143
Flask_Sort,8400,35.4374001263945
Flask_Sort,7836,30.88131341089641
Flask_Sort,2111,2.4957204618089266
Flask_Sort,7391,27.49253497234632
ML_Train,8302,9.704363379078925
MapReduce_WordCount,6776,3.6779815351985183
MapReduce_WordCount,9219,5.054306131567313
ML_Train,7133,8.481546542380439
ML_Train,4198,5.01874013221397
ML_Train,2725,3.7360959703780665
ML_Train,288,1.289188139079995
ML_Train,1026,1.9918524906330708
MapReduce_WordCount,4246,2.6864485294564506
Flask_Sort,1470,1.564302909794003
ML_Train,3696,4.818212313058393
ML_Train,1384,2.3341146549092464
ML_Train,2412,3.3263877335899066
MapReduce_WordCount,711,0.9659202387601171
MapReduce_WordCount,5324,3.1020005821003673
Flask_Sort,3152,5.116369081439342
ML_Train,9732,10.88164088247489
ML_Train,599,1.2049518578619753
MapReduce_WordCount,9145,4.99645090286926
Flask_Sort,2677,3.9683170542976702
Flask_Sort,1311,1.0725906367384352
Flask_Sort,1632,1.7355189983390473
MapReduce_WordCount,4172,2.83265246977229
MapReduce_WordCount,676,0.9388807411018507
Flask_Sort,1253,1.0089969856589782
Flask_Sort,1911,2.187983097645054
MapReduce_WordCount,1494,0.9812645551153948
MapReduce_WordCount,5934,3.307401429992174
ML_Train,5405,6.1377648360178005
MapReduce_WordCount,7580,4.309832534642361
ML_Train,1468,2.255994045053201
Flask_Sort,6968,24.58053620845748
MapReduce_WordCount,2959,1.893139587536631
MapReduce_WordCount,9717,5.204599549895956
Flask_Sort,7710,29.943033371021844
Flask_Sort,8234,34.18135068788099
Flask_Sort,8136,33.42494808537849
MapReduce_WordCount,6408,3.6603228637803373
Flask_Sort,5510,15.645115433345982
Flask_Sort,1831,1.87440083796749
ML_Train,721,1.6411161073661118
Flask_Sort,6602,22.225483886007876
MapReduce_WordCount,717,0.8660470419153332
MapReduce_WordCount,5700,3.5881379370771826
ML_Train,5996,6.575634569355055
Flask_Sort,6089,18.899204087519383
ML_Train,1516,2.881277873582867
Flask_Sort,3227,5.464673458884475
Flask_Sort,8931,40.15128708923348
ML_Train,3640,4.615049277072808
MapReduce_WordCount,9344,4.891645546096385
MapReduce_WordCount,6070,3.2988868532577222
Flask_Sort,8034,32.64818301778248
ML_Train,7468,7.978685588174664
Flask_Sort,2077,2.4601518662298614
Flask_Sort,2518,3.566136614121051
Flask_Sort,7616,29.242256403011215
MapReduce_WordCount,1406,1.1527545424030106
MapReduce_WordCount,8792,4.703886234493784
MapReduce_WordCount,3832,2.361330609102848
MapReduce_WordCount,6336,3.5076071943482185
MapReduce_WordCount,6486,3.6548063392714036
ML_Train,5875,7.294921545229218
Flask_Sort,2954,4.551963299913844
MapReduce_WordCount,4085,2.3326961287458268
Flask_Sort,3076,4.90126268725455
MapReduce_WordCount,1016,1.0684295228948582
ML_Train,6079,7.539014634977104
Flask_Sort,3802,7.458154104286041
ML_Train,7599,8.712349485114155
Flask_Sort,1635,1.6942949367810942
MapReduce_WordCount,9858,5.707344534530183
MapReduce_WordCount,5286,3.288911860094043
ML_Train,2181,3.1012009901356823
ML_Train,3441,4.348870854756635
ML_Train,3592,4.196027377772601
ML_Train,5725,6.822996556297836
MapReduce_WordCount,2766,1.9949224194829354
ML_Train,3894,4.952464735502926
Flask_Sort,3403,6.160312560788131
Flask_Sort,8009,32.41196263849376
ML_Train,6271,7.470796340087004
ML_Train,8971,10.048716845165233
MapReduce_WordCount,4759,2.96169433464531
ML_Train,3254,4.442119573183155
Flask_Sort,744,0.6368635262291393
MapReduce_WordCount,6960,3.6863411132785764
ML_Train,4735,6.045810189280754
ML_Train,9125,10.616966943458372
ML_Train,6080,7.235575645489325
MapReduce_WordCount,5145,3.227828869900254
Flask_Sort,1456,1.2462862760268993
ML_Train,7631,8.522501025010275
ML_Train,9611,10.227383724981793
Flask_Sort,3543,6.650629820980547
MapReduce_WordCount,5413,3.1389878799974538
MapReduce_WordCount,7070,4.258944485789308
ML_Train,4049,5.418825027662182
ML_Train,6019,6.938563844997022
ML_Train,570,1.6878541165926622
Flask_Sort,1362,1.3652751271121835
ML_Train,8425,9.395235592003997
Flask_Sort,7852,31.13289359756665
MapReduce_WordCount,8667,4.6742243626800075
Flask_Sort,9038,41.246160491413015
Flask_Sort,4287,9.62482789996031
ML_Train,5477,6.120542883105474
Flask_Sort,9168,42.379885857744064
ML_Train,678,2.158340603309231
ML_Train,6307,7.187999739098393
ML_Train,112,0.6756876357679643
MapReduce_WordCount,3641,2.4665365153144134
MapReduce_WordCount,4713,2.761801766920432
Flask_Sort,7269,26.55156265544025
MapReduce_WordCount,7282,3.955152625740848
MapReduce_WordCount,4441,2.8614443701976375
MapReduce_WordCount,9999,5.554380256141749
ML_Train,7994,9.245375541645231
Flask_Sort,2738,4.095858530916749
ML_Train,5868,6.372950575632065
Flask_Sort,1361,1.2276183137969445
ML_Train,7898,9.246090531396725
ML_Train,8837,9.99040989891976
MapReduce_WordCount,1917,1.343922682488874
ML_Train,531,1.2626736251029447
ML_Train,6662,7.386272107442817
MapReduce_WordCount,1299,1.2331618765388461
ML_Train,448,0.987787759039316
Flask_Sort,7978,32.301376944826394
Flask_Sort,5312,14.266029490347469
ML_Train,6733,8.209596083014613
MapReduce_WordCount,1708,1.3794747436127262
MapReduce_WordCount,4602,2.9156023395968145
Flask_Sort,6645,22.31840994582594
ML_Train,1559,2.977262161995362
ML_Train,3347,4.452208664944358
Flask_Sort,9883,49.29069377111039
Flask_Sort,7287,26.930605258751832
Flask_Sort,2954,4.665009624402999
Flask_Sort,9926,49.53737222211793
Flask_Sort,5585,15.93023158231622
MapReduce_WordCount,1453,1.3285986920894848
ML_Train,3033,4.097755213563545
MapReduce_WordCount,3965,2.560768527102601
MapReduce_WordCount,7424,4.203099734760028
MapReduce_WordCount,7261,4.238737131271524
Flask_Sort,1418,1.3600996813814672
Flask_Sort,6096,19.024973406349527
ML_Train,7281,8.650410159679415
MapReduce_WordCount,1024,0.8944883107688972
Flask_Sort,1228,1.2260123704665828
ML_Train,5824,6.914656779256065
ML_Train,8336,9.476863566337837
MapReduce_WordCount,6799,4.142120485129985
Flask_Sort,3457,6.266233167746179
ML_Train,9563,10.174920047964465
ML_Train,3487,4.834397623886353
Flask_Sort,6976,24.547022006702726
ML_Train,4216,5.117092679687049
Flask_Sort,9798,48.243143451747244
ML_Train,265,1.092353799857107
MapReduce_WordCount,2436,1.9685913244740811
ML_Train,3885,5.201616092802117
MapReduce_WordCount,9852,5.287916356232867
Flask_Sort,4301,9.7400021647318
MapReduce_WordCount,3984,2.2205298966915894
ML_Train,1518,2.839377846935247
ML_Train,7723,8.480904674523634
Flask_Sort,9314,43.7632749149483
MapReduce_WordCount,6607,4.03663631064078
Flask_Sort,7951,32.07331032716853
Flask_Sort,8419,35.93863223118246
MapReduce_WordCount,2076,1.471406839963966
MapReduce_WordCount,2828,1.8187460084003553
ML_Train,3090,4.221098705312064
ML_Train,3667,4.997680570713554
MapReduce_WordCount,5019,3.024892397876206
MapReduce_WordCount,4470,2.8338204814543286
ML_Train,7356,8.228508332929835
MapReduce_WordCount,391,0.7591848227927009
Flask_Sort,3180,5.209978685926307
MapReduce_WordCount,2918,2.06451904416865
MapReduce_WordCount,1295,0.9143771349882603
ML_Train,2336,3.6480626360959443
Flask_Sort,8459,35.9971026179297
MapReduce_WordCount,1164,0.8596775628224543
Flask_Sort,8468,36.106004108514774
Flask_Sort,9877,48.98388318901437
MapReduce_WordCount,8625,4.70882997191007
Flask_Sort,2739,4.013178619532819
MapReduce_WordCount,9494,5.286643859433827
Flask_Sort,7481,28.20605244279024
MapReduce_WordCount,937,1.030123828611703
ML_Train,4926,5.711909127127733
Flask_Sort,6279,20.125917589698947
MapReduce_WordCount,5158,2.969450216329113
ML_Train,3928,5.322227732809453
Flask_Sort,3609,6.779406131132126
ML_Train,8887,10.227213940704777
ML_Train,4263,4.812565777515606
MapReduce_WordCount,8183,4.51361345334882
Flask_Sort,2260,2.9806515169060974
ML_Train,7959,9.14405314921698
ML_Train,8077,9.504924154149728
MapReduce_WordCount,2261,1.364099050313306
MapReduce_WordCount,4638,2.9707517717794127
ML_Train,4679,5.875560389889291
ML_Train,3801,4.39699986509979
Flask_Sort,9226,42.81191382287793
MapReduce_WordCount,672,1.074770616680275
ML_Train,7353,8.669302843504651
MapReduce_WordCount,649,0.8938486570212392
MapReduce_WordCount,3171,2.201002669990275
MapReduce_WordCount,9367,4.981870018830241
Flask_Sort,7417,27.884742098708088
ML_Train,3257,3.8825484794807905
ML_Train,7663,9.030676863825978
ML_Train,3111,4.283820289403769
ML_Train,3932,5.0087906984935255
ML_Train,7864,8.9541055992227
ML_Train,6697,7.954705695026299
ML_Train,6119,7.119245168719813
MapReduce_WordCount,5835,3.384463907495278
MapReduce_WordCount,2657,1.7396891897427933
Flask_Sort,5824,17.124762449642674
ML_Train,3437,4.441832076802243
Flask_Sort,3734,7.456973315349231
Flask_Sort,4134,8.894744440028425
ML_Train,292,1.0311247964289645
ML_Train,7104,8.091356577270975
Flask_Sort,3057,4.939526110928992
Flask_Sort,2706,4.045787991009745
MapReduce_WordCount,4083,2.658924180787226
Flask_Sort,449,0.5415595606212401
MapReduce_WordCount,432,0.8148785800274043
Flask_Sort,9942,49.79765040561914
Flask_Sort,5667,16.36681450707043
Flask_Sort,8643,37.59543320358624
ML_Train,2085,3.172223193415417
ML_Train,4366,4.974328459083051
Flask_Sort,7942,31.83807974261934
Flask_Sort,5333,14.324534862733461
ML_Train,6836,8.121470136470055
MapReduce_WordCount,9025,5.261888511130526
MapReduce_WordCount,2045,1.5864828049156736
Flask_Sort,3332,6.00186416816974
MapReduce_WordCount,5018,3.0909189146407616
ML_Train,589,1.3333446994386713
ML_Train,3205,3.9821322714363525
ML_Train,5750,7.234819364784569
ML_Train,7246,8.312530727322057
MapReduce_WordCount,6356,3.3876791251875655
MapReduce_WordCount,9538,5.224434567188114
MapReduce_WordCount,5072,3.0160836195424183
MapReduce_WordCount,5923,3.306302049840422
ML_Train,722,1.501993175417407
ML_Train,9627,11.011532154756914
MapReduce_WordCount,2575,2.075731519384112
MapReduce_WordCount,8555,5.015197361178455
MapReduce_WordCount,8242,4.650051532487958
MapReduce_WordCount,7812,4.109572175207989
Flask_Sort,6305,20.26321966319665
ML_Train,1765,2.730553008755316
MapReduce_WordCount,6423,3.6617024168411163
MapReduce_WordCount,1859,1.609652773872699
Flask_Sort,2637,3.8746929573326705
ML_Train,2869,4.164445708558855
ML_Train,9785,10.685516868680232
Flask_Sort,6083,18.87745469150645
MapReduce_WordCount,4617,3.0663401680134923
ML_Train,4881,6.043290952355232
ML_Train,1078,2.0628603046431264
MapReduce_WordCount,5359,2.9864169565678083
ML_Train,3364,4.610403471508161
ML_Train,9278,10.254082182872834
MapReduce_WordCount,5739,3.491732695680402
MapReduce_WordCount,3315,2.4567779440315736
ML_Train,1213,2.230864882004228
MapReduce_WordCount,5538,2.979428779170081
Flask_Sort,278,0.2550957792044281
MapReduce_WordCount,8723,4.651878416812547
ML_Train,7904,8.552249188924913
Flask_Sort,1471,1.558065504656541
MapReduce_WordCount,6555,3.713228262206485
MapReduce_WordCount,3204,2.0918590575467415
ML_Train,6463,7.83478771075408
ML_Train,488,1.3277439245190412
MapReduce_WordCount,6179,3.6690316725774563
Flask_Sort,9458,45.13520275836108
ML_Train,2745,3.4486594749540114
MapReduce_WordCount,5911,3.617568313816265
MapReduce_WordCount,4723,2.7005703187199432
ML_Train,504,1.670524882094603
Flask_Sort,2454,3.1448182017680586
MapReduce_WordCount,4548,2.509629579464565
MapReduce_WordCount,5493,3.0601714673402913
MapReduce_WordCount,8136,4.57393913495715
Flask_Sort,6407,20.774115813802027
Flask_Sort,3660,7.16892933245866
ML_Train,7689,8.50947775016278
Flask_Sort,3092,4.970074888995415
Flask_Sort,8333,34.9205065786151
ML_Train,7469,8.028399213796478
MapReduce_WordCount,437,0.5244563164779531
Flask_Sort,680,0.6775245125187281
ML_Train,2634,3.540393373102166
MapReduce_WordCount,6518,3.6384513696730574
ML_Train,5949,7.155064571159636
MapReduce_WordCount,7555,4.542425417587529
Flask_Sort,9117,41.81432643650994
Flask_Sort,5759,17.02771350418542
Flask_Sort,9633,46.703124892871685
ML_Train,6327,7.189186790069403
MapReduce_WordCount,5177,3.1066918130345536
ML_Train,421,1.4058476068734198
Flask_Sort,4134,8.863492129393075
ML_Train,1559,2.5145731276389576
Flask_Sort,9533,45.77806505315185
MapReduce_WordCount,3200,2.242259093582586
Flask_Sort,2214,2.7217222686923
MapReduce_WordCount,428,0.875545122688316
Flask_Sort,1486,1.5443431881791914
Flask_Sort,2089,2.5782042103648712
Flask_Sort,1095,1.012846403820012
Flask_Sort,2701,3.8114111211687556
Flask_Sort,1030,0.9342454524232182
MapReduce_WordCount,9658,5.564283884581191
ML_Train,168,0.6689287384068888
Flask_Sort,6701,22.655240662082605
Flask_Sort,5277,14.079693851738421
Flask_Sort,4659,11.127390362452314
Flask_Sort,472,0.40353107850906206
MapReduce_WordCount,8101,4.472595465611569
ML_Train,8792,9.818590759427096
MapReduce_WordCount,3463,2.225829011136064
MapReduce_WordCount,2788,2.0106941866079957
ML_Train,3420,4.575122297382951
ML_Train,801,1.4435831616607822
Flask_Sort,4653,11.248737758389714
Flask_Sort,9966,50.13460717397738
ML_Train,861,1.4694974462189128
Flask_Sort,4309,9.53180354657723
ML_Train,8884,10.319904624856704
ML_Train,4244,4.905267148788936
MapReduce_WordCount,1044,1.2362460776668462
MapReduce_WordCount,9731,5.447171473900139
ML_Train,2896,3.811459684546625
Flask_Sort,9134,42.13540385150432
ML_Train,9108,9.738220750823286
Flask_Sort,7359,27.191444638931923
ML_Train,6583,7.407091157652458
MapReduce_WordCount,8969,5.140006148430263
ML_Train,1578,2.6242231322633653
MapReduce_WordCount,3365,2.179354827816929
ML_Train,8164,8.800414370425315
MapReduce_WordCount,4604,2.880025692001608
Flask_Sort,4241,9.094960771202794
ML_Train,1033,1.5727056094838137
MapReduce_WordCount,5881,3.2793083357941604
Flask_Sort,4510,10.361865846497958
MapReduce_WordCount,5467,3.4942873164887582
Flask_Sort,558,0.31479248123842174
ML_Train,2728,3.4091232792770025
Flask_Sort,6410,20.773032250321904
MapReduce_WordCount,2504,1.5406687452923
ML_Train,6566,7.654562380001285
MapReduce_WordCount,4721,2.6208626467921174
Flask_Sort,3025,4.788966743336609
MapReduce_WordCount,5926,3.6787250315670494
MapReduce_WordCount,1183,1.370946966066676
Flask_Sort,5539,15.672618784643781
Flask_Sort,4374,9.914760722211492
ML_Train,5492,6.77529976960883
ML_Train,9450,10.85424140175767
Flask_Sort,2768,3.972949985283819
ML_Train,9667,10.193250004383872
Flask_Sort,3571,6.5718408703479465
Flask_Sort,3953,8.204700036175966
ML_Train,4723,5.8355716746100486
MapReduce_WordCount,5495,3.019145409101098
ML_Train,4810,6.278009154240511
ML_Train,3341,4.490042205671864
Flask_Sort,2630,3.877456161704023
ML_Train,7338,8.666576629314747
MapReduce_WordCount,7729,4.1029818308985755
MapReduce_WordCount,5510,3.385070092317531
ML_Train,4175,4.714053995545074
Flask_Sort,1017,0.9733972983585322
Flask_Sort,3287,5.830760430735197
Flask_Sort,7920,31.72427732714958
MapReduce_WordCount,7686,4.360713841839729
MapReduce_WordCount,2618,1.9595607630488177
MapReduce_WordCount,9417,5.090425797518632
MapReduce_WordCount,4474,2.476133544544336
ML_Train,9683,10.393277462584779
ML_Train,3447,4.179450617712109
Flask_Sort,829,0.8417961199647689
